,brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
6043,Subaru,90200,Gasoline,A/T,9599,2.5,170.0,31
6044,Nissan,72639,Gasoline,CVT Transmission,16500,1.6,188.0,7
6045,Cadillac,62950,Gasoline,A/T,22495,3.6,304.0,8
6046,Audi,39000,Gasoline,Transmission w/Dual Shift Mode,29000,3.0,333.0,7
6047,Lexus,112000,Gasoline,6-Speed A/T,11800,4.6,301.0,11
6048,RAM,6548,Diesel,6-Speed A/T,64995,6.7,370.0,5
6049,Lincoln,39000,Gasoline,10-Speed A/T,51999,3.5,450.0,5
6050,Audi,61000,Gasoline,Transmission w/Dual Shift Mode,57500,3.0,335.0,6
6051,Jaguar,14100,Gasoline,A/T,33400,2.0,247.0,2
6053,Lexus,48000,Gasoline,Transmission w/Dual Shift Mode,37900,3.5,306.0,5
6055,Ford,95500,Gasoline,A/T,20000,3.5,290.0,7
6056,Ford,71000,Gasoline,A/T,22500,2.3,275.0,8
6057,GMC,137500,Gasoline,A/T,29500,6.2,420.0,7
6059,BMW,50166,Gasoline,8-Speed A/T,41900,3.0,300.0,10
6060,Lexus,46000,Gasoline,Transmission w/Dual Shift Mode,36990,3.5,295.0,1
6062,Chevrolet,186268,Gasoline,A/T,8500,1.4,138.0,11
6063,Chevrolet,104000,Gasoline,8-Speed A/T,50999,6.2,455.0,8
6066,GMC,185000,Gasoline,4-Speed A/T,23500,5.3,295.0,20
6068,BMW,47700,Gasoline,8-Speed A/T,45999,3.0,335.0,5
6069,Volvo,196000,Gasoline,A/T,6699,3.2,235.0,17
6070,Hummer,179400,Gasoline,4-Speed A/T,7390,6.0,316.0,20
6071,BMW,41000,Gasoline,8-Speed A/T,32000,4.4,560.0,6
6072,Audi,55000,Gasoline,A/T,43000,2.0,248.0,5
6073,BMW,106000,Gasoline,6-Speed M/T,3499,3.2,333.0,22
6074,Cadillac,69289,Gasoline,A/T,23000,6.2,420.0,7
6076,Hyundai,19500,Gasoline,A/T,24999,1.6,120.0,2
6077,Honda,86300,Gasoline,CVT Transmission,19000,1.8,143.0,8
6078,Toyota,4437,Gasoline,A/T,30000,3.5,295.0,4
6079,Porsche,12088,Gasoline,7-Speed A/T,48000,4.8,440.0,9
6080,Lexus,99769,Gasoline,6-Speed A/T,33995,5.0,471.0,8
6081,Dodge,133255,Gasoline,A/T,4000,3.5,250.0,18
6082,Dodge,160000,Gasoline,A/T,8500,3.7,210.0,16
6083,Jeep,81200,Gasoline,8-Speed A/T,26000,3.6,285.0,7
6084,Porsche,15509,Gasoline,8-Speed A/T,44400,3.0,379.0,5
6085,Porsche,75539,Gasoline,5-Speed M/T,31999,2.5,201.0,26
6086,Toyota,155750,Gasoline,A/T,9000,4.7,230.0,13
6087,Porsche,7900,Gasoline,8-Speed A/T,53800,3.8,540.0,2
6088,Porsche,81648,Gasoline,Transmission w/Dual Shift Mode,43147,3.8,385.0,19
6089,Nissan,106400,Gasoline,CVT Transmission,26999,2.5,170.0,7
6090,Land,28500,Gasoline,8-Speed A/T,63500,2.0,296.0,1
6091,Lexus,48000,Gasoline,Transmission w/Dual Shift Mode,32000,3.5,306.0,6
6092,Cadillac,171000,Gasoline,A/T,6999,4.6,275.0,19
6093,GMC,26339,Gasoline,8-Speed A/T,36750,3.6,308.0,4
6094,Audi,89500,Gasoline,8-Speed A/T,29800,4.0,560.0,10
6095,Audi,92203,Gasoline,7-Speed A/T,20900,2.0,211.0,13
6096,RAM,72120,Gasoline,8-Speed A/T,19975,5.7,395.0,7
6097,Chevrolet,40011,Gasoline,6-Speed M/T,10300,5.7,345.0,26
6098,Ford,64517,Gasoline,A/T,16500,3.5,365.0,8
6100,Chevrolet,69423,Gasoline,A/T,35900,5.3,355.0,8
6101,Audi,96800,E85 Flex Fuel,A/T,13000,2.0,220.0,11
6102,Maserati,25000,Gasoline,A/T,65000,3.0,424.0,4
6103,Cadillac,48000,Gasoline,6-Speed A/T,16995,3.6,310.0,10
6104,Chrysler,118000,Gasoline,A/T,3900,3.5,250.0,19
6105,Porsche,27000,Gasoline,6-Speed M/T,3000,3.4,300.0,17
6106,RAM,41000,Gasoline,8-Speed A/T,34700,5.7,395.0,5
6107,Audi,50000,Gasoline,A/T,28499,2.0,248.0,5
6108,Chevrolet,134000,Gasoline,A/T,14490,5.7,350.0,20
6109,Lexus,100000,Gasoline,8-Speed A/T,10500,4.6,380.0,9
6110,Ford,28724,Gasoline,A/T,18300,1.6,197.0,5
6111,Subaru,134000,Gasoline,6-Speed M/T,12000,2.4,228.0,10
6113,Chevrolet,56247,Gasoline,9-Speed Automatic,31933,3.6,331.6983232435877,4
6114,Chevrolet,3158,Gasoline,8-Speed A/T,50999,6.2,490.0,3
6115,Cadillac,45468,Gasoline,8-Speed Automatic,33591,3.6,331.6983232435877,3
6117,Land,59271,Gasoline,A/T,19500,3.0,340.0,8
6118,Mercedes-Benz,127500,Gasoline,7-Speed A/T,30000,4.7,429.0,10
6120,Ford,55000,Gasoline,10-Speed A/T,34000,3.5,375.0,6
6121,Ford,4200,Gasoline,10-Speed A/T,21000,2.7,315.0,2
6122,Porsche,15443,Gasoline,8-Speed A/T,29999,3.0,443.0,2
6124,Cadillac,146000,Gasoline,A/T,20000,6.2,420.0,8
6126,Ford,41650,Gasoline,6-Speed A/T,22000,2.3,310.0,7
6127,RAM,61341,Gasoline,6-Speed Automatic,34084,5.7,331.6983232435877,5
6128,Lincoln,3959,Gasoline,10-Speed A/T,54900,3.5,450.0,2
6129,Volvo,110380,Gasoline,A/T,23000,2.0,316.0,8
6130,Jeep,152000,E85 Flex Fuel,A/T,13995,4.7,235.0,18
6131,GMC,102200,Gasoline,6-Speed A/T,24000,5.3,355.0,8
6132,Lexus,37000,Gasoline,10-Speed A/T,63997,5.0,471.0,5
6133,Land,48800,Gasoline,A/T,51500,5.0,518.0,4
6134,Audi,60000,Gasoline,A/T,24000,3.0,354.0,8
6137,Chevrolet,1750,Gasoline,6-Speed M/T,15500,6.0,400.0,16
6138,Ford,25352,Gasoline,10-Speed Automatic,48459,3.6,331.6983232435877,3
6139,Porsche,50166,Gasoline,8-Speed Automatic,60867,4.0,331.6983232435877,6
6140,BMW,18000,Gasoline,8-Speed A/T,63000,4.4,600.0,6
6142,BMW,54300,Gasoline,8-Speed A/T,29900,4.4,600.0,6
6143,Pontiac,100545,Gasoline,4-Speed A/T,4500,3.5,201.0,18
6144,Volkswagen,33850,Gasoline,5-Speed A/T,13250,1.8,170.0,7
6145,Toyota,96600,Gasoline,A/T,17000,3.5,268.0,9
6146,INFINITI,36000,Gasoline,6-Speed M/T,27200,3.7,330.0,8
6149,Mazda,73000,Gasoline,A/T,14300,2.5,227.0,13
6151,RAM,73837,Gasoline,Automatic,35113,5.7,331.6983232435877,5
6152,Mercedes-Benz,59419,Gasoline,A/T,21000,3.5,302.0,10
6153,Porsche,68500,Gasoline,6-Speed M/T,29950,3.8,400.0,8
6154,Mercedes-Benz,27000,Gasoline,7-Speed A/T,33000,2.0,241.0,7
6155,Ford,80124,E85 Flex Fuel,6-Speed A/T,27000,5.0,385.0,8
6157,Chevrolet,67499,Gasoline,6-Speed M/T,31700,6.2,455.0,8
6158,Toyota,137333,Gasoline,A/T,11000,4.0,236.0,17
6159,Lexus,118700,Gasoline,8-Speed A/T,34995,5.7,383.0,8
6160,Jeep,38000,Gasoline,8-Speed A/T,40750,3.6,285.0,6
6161,Cadillac,73000,E85 Flex Fuel,A/T,16900,6.2,403.0,12
6162,Chevrolet,107800,Gasoline,A/T,16000,5.3,320.0,17
6163,Chevrolet,120321,Gasoline,6-Speed A/T,7500,6.2,426.0,14
6164,Mercedes-Benz,140000,Gasoline,7-Speed A/T,31999,5.5,382.0,16
6165,BMW,72900,Gasoline,6-Speed M/T,10300,3.0,300.0,16
6166,Nissan,187000,Gasoline,A/T,7500,3.5,260.0,20
6168,Jeep,54225,Gasoline,8-Speed A/T,34700,3.6,285.0,5
6169,BMW,37000,Gasoline,Transmission w/Dual Shift Mode,45950,4.4,560.0,9
6171,BMW,17000,Gasoline,8-Speed A/T,50000,3.0,335.0,4
6172,Ford,186268,E85 Flex Fuel,A/T,14500,3.0,240.0,12
6174,Jeep,107000,Gasoline,A/T,19500,3.7,210.0,17
6176,BMW,66500,Gasoline,8-Speed A/T,30500,2.0,240.0,8
6177,Ford,77634,Gasoline,10-Speed Automatic,27518,3.5,331.6983232435877,5
6178,Ford,107000,E85 Flex Fuel,6-Speed A/T,22000,5.0,385.0,8
6179,INFINITI,120000,Gasoline,Transmission w/Dual Shift Mode,26999,3.7,328.0,11
6180,Ford,23600,Gasoline,10-Speed A/T,62000,3.5,375.0,4
6181,Cadillac,16000,Gasoline,6-Speed A/T,25000,3.0,270.0,12
6182,Honda,152000,Gasoline,A/T,7500,3.5,271.0,14
6183,Jeep,33060,Gasoline,8-Speed A/T,37500,3.6,285.0,4
6184,BMW,45253,Plug-In Hybrid,Transmission w/Dual Shift Mode,24995,2.0,247.0,8
6185,Mercedes-Benz,77925,Gasoline,A/T,30000,3.5,302.0,10
6186,Lexus,33000,Gasoline,Transmission w/Dual Shift Mode,27500,3.5,268.0,4
6188,BMW,129567,Gasoline,6-Speed M/T,10999,4.0,414.0,16
6190,BMW,73690,Gasoline,8-Speed A/T,33364,3.0,300.0,5
6191,Mazda,118500,Gasoline,5-Speed M/T,11500,2.3,156.0,16
6192,RAM,22000,Gasoline,8-Speed A/T,44800,5.7,395.0,5
6193,Ford,67800,Gasoline,10-Speed A/T,36500,3.5,400.0,6
6194,Ford,124542,Gasoline,A/T,6900,3.5,365.0,13
6195,Mazda,67800,Gasoline,A/T,15999,2.5,227.0,12
6196,Ford,17000,Gasoline,Transmission w/Dual Shift Mode,8550,2.7,315.0,2
6197,BMW,50000,Gasoline,Transmission w/Dual Shift Mode,27000,4.4,560.0,9
6198,BMW,43000,Gasoline,8-Speed A/T,31500,3.0,300.0,4
6199,Chevrolet,169900,Diesel,A/T,4800,6.0,325.0,18
6200,Audi,39000,Gasoline,Transmission w/Dual Shift Mode,55000,2.0,252.0,5
6201,Audi,99897,Gasoline,A/T,30490,2.0,211.0,12
6203,Porsche,54000,Gasoline,A/T,27000,3.6,300.0,13
6204,Ford,129355,Gasoline,6-Speed A/T,12433,3.5,290.0,13
6206,Mercedes-Benz,130000,Gasoline,7-Speed A/T,24500,4.6,429.0,11
6207,Ford,157500,Diesel,A/T,9250,6.4,350.0,16
6209,Toyota,122000,Hybrid,CVT Transmission,11500,2.5,208.0,9
6210,Ford,73500,Gasoline,6-Speed M/T,25990,5.0,412.0,10
6211,BMW,59700,Gasoline,6-Speed A/T,5000,3.0,230.0,16
6212,Ford,56946,Gasoline,8-Speed Automatic,27599,2.0,331.6983232435877,4
6213,BMW,138000,Gasoline,5-Speed A/T,7500,2.5,184.0,20
6214,Mercedes-Benz,31500,Gasoline,9-Speed A/T,51999,2.0,208.0,3
6215,Kia,53550,Gasoline,8-Speed A/T,27800,3.3,365.0,7
6216,Kia,38000,Gasoline,8-Speed A/T,47500,3.8,291.0,2
6218,Ford,15000,Gasoline,10-Speed A/T,39777,3.5,375.0,3
6219,Honda,135603,Gasoline,6-Speed M/T,9999,2.2,237.0,16
6220,BMW,52253,Gasoline,Transmission w/Dual Shift Mode,24000,2.0,240.0,8
6221,Ford,10900,Gasoline,10-Speed A/T,57999,2.3,300.0,2
6223,Ford,182000,E85 Flex Fuel,6-Speed A/T,6500,3.0,240.0,13
6224,Ford,199000,Gasoline,A/T,14250,1.5,179.0,11
6225,Ford,79000,Gasoline,A/T,17000,2.7,173.0,15
6226,Ford,71000,E85 Flex Fuel,A/T,16900,3.0,240.0,10
6227,Ford,3552,Gasoline,10-Speed A/T,56515,3.5,450.0,3
6228,BMW,41500,Plug-In Hybrid,Transmission w/Dual Shift Mode,20900,1.5,369.0,5
6229,Dodge,106500,Electric,A/T,20000,3.716927534611586,331.6983232435877,29
6230,Ford,28000,Gasoline,10-Speed A/T,45000,3.5,375.0,4
6232,Honda,82500,Gasoline,A/T,23000,1.8,140.0,10
6234,Lexus,33655,Gasoline,8-Speed A/T,38900,5.7,383.0,11
6235,BMW,77800,Gasoline,6-Speed M/T,42500,4.0,414.0,9
6236,BMW,129999,Gasoline,8-Speed A/T,7999,3.0,300.0,13
6237,Ford,117000,Gasoline,10-Speed A/T,27900,3.5,375.0,6
6238,Jeep,15583,Hybrid,8-Speed A/T,9499,3.6,285.0,1
6239,Chevrolet,190000,Gasoline,6-Speed A/T,26900,5.3,355.0,9
6240,Ford,107500,Gasoline,A/T,9500,2.0,132.0,10
6241,Lexus,100868,Gasoline,Transmission w/Dual Shift Mode,17000,4.6,380.0,12
6242,BMW,43000,Gasoline,A/T,28900,3.0,300.0,6
6243,Cadillac,88900,Gasoline,Transmission w/Dual Shift Mode,26000,2.5,202.0,11
6244,Land,4126,Hybrid,Transmission w/Dual Shift Mode,31500,3.0,395.0,5
6245,Audi,125575,Gasoline,A/T,12999,2.0,211.0,12
6246,BMW,76474,Gasoline,Transmission w/Dual Shift Mode,17500,4.4,400.0,12
6247,Ford,92000,Gasoline,6-Speed A/T,19995,2.7,315.0,7
6249,Chevrolet,10000,Gasoline,Transmission w/Dual Shift Mode,54500,5.5,670.0,2
6250,Land,140600,Gasoline,6-Speed A/T,8500,4.2,390.0,15
6251,Mercedes-Benz,48190,Gasoline,9-Speed Automatic,11995,2.0,331.6983232435877,7
6252,INFINITI,49000,Gasoline,CVT Transmission,26500,3.5,295.0,5
6253,Mercedes-Benz,75151,Gasoline,9-Speed A/T,37500,4.7,402.0,7
6254,Mercedes-Benz,78500,Gasoline,A/T,34000,4.0,416.0,7
6255,BMW,28000,Gasoline,8-Speed A/T,42000,4.4,567.0,6
6256,BMW,117200,Gasoline,6-Speed A/T,17900,3.0,300.0,11
6257,Subaru,111000,Gasoline,A/T,13000,2.0,148.0,7
6259,Mercedes-Benz,120000,Gasoline,A/T,14490,5.0,302.0,19
6260,Lexus,127941,Gasoline,A/T,46999,4.6,360.0,10
6261,Chevrolet,57800,Gasoline,6-Speed A/T,25800,5.3,355.0,7
6262,Land,60000,Gasoline,A/T,26950,5.0,375.0,11
6263,Mazda,124000,Gasoline,A/T,22500,2.5,184.0,8
6264,Porsche,42596,Gasoline,Transmission w/Dual Shift Mode,32500,3.0,330.0,6
6265,Genesis,9950,Gasoline,8-Speed A/T,53950,3.3,365.0,3
6266,Jaguar,96000,Gasoline,8-Speed A/T,36000,5.0,550.0,7
6267,Toyota,1075,Gasoline,6-Speed M/T,36800,2.4,228.0,1
6268,Ford,57000,Gasoline,10-Speed A/T,43000,3.5,375.0,3
6269,Chrysler,60000,Gasoline,A/T,20500,3.5,250.0,19
6270,Ford,62600,Gasoline,6-Speed M/T,27500,5.0,435.0,8
6271,Mercedes-Benz,35000,Gasoline,7-Speed A/T,21500,3.5,302.0,10
6272,Chevrolet,44500,Gasoline,6-Speed A/T,24900,5.3,355.0,5
6273,Mercedes-Benz,132200,Diesel,7-Speed A/T,32000,3.0,188.0,5
6275,Chevrolet,112854,Gasoline,6-Speed A/T,51000,5.3,355.0,6
6276,Ford,31000,E85 Flex Fuel,6-Speed A/T,30500,6.2,385.0,5
6277,Ford,67865,Diesel,6-Speed A/T,51750,6.7,450.0,6
6278,Jaguar,101453,Gasoline,A/T,22000,3.0,340.0,8
6279,Ford,190321,Diesel,4-Speed A/T,2800,6.4,350.0,16
6280,GMC,73800,Gasoline,10-Speed A/T,33900,6.6,401.0,5
6281,Audi,7250,Gasoline,A/T,23000,2.0,248.0,6
6282,Toyota,24850,Gasoline,A/T,53500,3.0,382.0,3
6283,BMW,178000,Gasoline,5-Speed A/T,9900,2.5,184.0,19
6284,Land,14700,Gasoline,A/T,50000,5.0,575.0,4
6285,GMC,97000,Gasoline,6-Speed A/T,10995,3.6,288.0,10
6286,Land,87001,Gasoline,A/T,18800,2.0,240.0,8
6287,Audi,95500,Gasoline,6-Speed A/T,18995,2.0,200.0,9
6288,Land,75500,Gasoline,A/T,21250,3.0,340.0,5
6289,Porsche,28500,Gasoline,6-Speed M/T,63500,3.8,385.0,19
6290,Volkswagen,70500,Gasoline,A/T,24950,2.0,300.0,7
6292,RAM,22000,Gasoline,8-Speed A/T,63900,5.7,395.0,5
6293,RAM,48879,Gasoline,8-Speed Automatic,43775,5.7,331.6983232435877,4
6294,Mazda,9628,Gasoline,6-Speed M/T,51999,2.0,181.0,2
6295,Hyundai,70000,Gasoline,A/T,15900,2.4,200.0,14
6296,Nissan,67000,Gasoline,6-Speed A/T,21500,4.0,261.0,12
6297,Mercedes-Benz,80081,Gasoline,A/T,34995,5.0,302.0,21
6298,Toyota,55900,Gasoline,8-Speed A/T,30990,3.5,295.0,5
6299,Mazda,52253,Gasoline,6-Speed Automatic,37999,2.5,331.6983232435877,3
6300,BMW,105000,Gasoline,Transmission w/Dual Shift Mode,21900,4.0,414.0,13
6301,Ford,30918,Gasoline,10-Speed A/T,51999,3.5,375.0,3
6302,Ford,156453,E85 Flex Fuel,A/T,40000,6.2,385.0,7
6303,BMW,135000,Gasoline,8-Speed A/T,9999,3.0,300.0,13
6304,BMW,21000,Gasoline,8-Speed A/T,42000,3.0,335.0,5
6305,Acura,24781,Gasoline,10-Speed Automatic,40655,2.0,331.6983232435877,3
6306,BMW,56000,Gasoline,6-Speed M/T,46000,4.0,414.0,13
6307,Nissan,107000,Gasoline,CVT Transmission,8900,1.6,188.0,14
6308,Audi,66200,Gasoline,Transmission w/Dual Shift Mode,16499,2.0,220.0,9
6309,Toyota,79635,Gasoline,A/T,30500,5.7,381.0,6
6310,BMW,76309,Gasoline,6-Speed M/T,41400,2.0,240.0,10
6311,Ford,97700,Gasoline,6-Speed A/T,14995,5.4,300.0,16
6313,Audi,111000,Gasoline,A/T,13000,2.0,211.0,11
6314,BMW,33000,Gasoline,Transmission w/Dual Shift Mode,53000,3.0,382.0,3
6315,BMW,56235,Gasoline,6-Speed M/T,50500,3.0,425.0,7
6316,Dodge,81000,E85 Flex Fuel,A/T,26500,3.6,283.0,6
6317,Chevrolet,26950,Gasoline,8-Speed A/T,25950,6.2,455.0,6
6318,Mercedes-Benz,67250,Gasoline,A/T,11900,3.5,268.0,16
6319,Mercedes-Benz,1295,Gasoline,7-Speed A/T,35999,3.0,362.0,7
6320,Subaru,147191,Gasoline,A/T,8500,3.6,256.0,7
6321,Toyota,136000,Gasoline,A/T,12500,4.7,273.0,17
6322,Mercedes-Benz,1025,Gasoline,7-Speed A/T,56000,2.0,208.0,4
6323,Mercedes-Benz,74500,Gasoline,7-Speed A/T,20995,3.5,302.0,8
6324,Jeep,141800,Gasoline,M/T,2900,4.0,190.0,22
6325,Volkswagen,96600,Gasoline,5-Speed M/T,15000,2.8,174.0,22
6326,Acura,95426,Gasoline,A/T,29995,3.5,260.0,17
6327,Subaru,106000,Gasoline,5-Speed M/T,9500,2.5,265.0,12
6329,Ford,81000,Gasoline,10-Speed A/T,38500,3.5,375.0,3
6330,Buick,170000,Gasoline,6-Speed A/T,13000,3.6,288.0,13
6331,Ford,58500,Gasoline,6-Speed M/T,49900,5.0,435.0,8
6332,Ford,76163,Diesel,A/T,15000,6.0,325.0,19
6333,Ford,34672,Gasoline,10-Speed A/T,52500,3.5,450.0,5
6335,Land,111000,Gasoline,A/T,15999,5.0,375.0,11
6336,Chevrolet,76170,Gasoline,6-Speed M/T,17900,6.2,426.0,14
6338,Chevrolet,134033,Gasoline,A/T,16370,6.0,400.0,18
6339,Lexus,141209,Gasoline,A/T,17000,2.5,204.0,9
6340,Lincoln,95000,Gasoline,4-Speed A/T,14900,4.6,239.0,16
6341,Ford,105500,Gasoline,6-Speed A/T,19900,5.0,412.0,12
6342,Lexus,106000,Gasoline,6-Speed A/T,13900,4.6,301.0,14
6343,Chevrolet,68000,Gasoline,6-Speed A/T,19500,6.2,426.0,8
6344,Cadillac,49620,Gasoline,A/T,10499,4.6,275.0,13
6345,INFINITI,73000,Gasoline,7-Speed A/T,13450,3.7,328.0,10
6347,Pontiac,91812,Gasoline,A/T,2300,5.7,310.0,23
6348,BMW,71964,Gasoline,8-Speed A/T,24850,3.0,300.0,10
6349,Mercedes-Benz,98000,Gasoline,7-Speed A/T,20500,3.5,302.0,10
6350,Land,69000,Gasoline,8-Speed A/T,35000,5.0,518.0,6
6351,Audi,100600,Gasoline,A/T,12500,2.0,211.0,13
6352,Jeep,40000,Gasoline,A/T,45000,3.6,285.0,3
6354,Lexus,121400,Gasoline,A/T,11400,3.5,275.0,16
6356,Nissan,120000,Gasoline,6-Speed A/T,11000,5.6,317.0,14
6357,INFINITI,2800,Gasoline,Transmission w/Dual Shift Mode,65000,3.0,400.0,3
6358,Maserati,84900,Gasoline,A/T,22450,3.0,404.0,9
6359,Ford,15555,Gasoline,10-Speed Automatic,44750,5.0,331.6983232435877,6
6360,Mazda,62200,Gasoline,6-Speed A/T,21500,2.5,227.0,9
6361,INFINITI,74500,Gasoline,7-Speed A/T,20995,3.7,330.0,8
6362,Audi,146500,Gasoline,6-Speed M/T,24500,4.2,420.0,11
6364,Ford,105500,Gasoline,6-Speed A/T,17995,2.3,310.0,8
6365,Mercedes-Benz,67000,Gasoline,A/T,20000,3.5,248.0,7
6366,Mercedes-Benz,92700,Gasoline,7-Speed A/T,17000,3.5,268.0,14
6367,Audi,148000,Diesel,A/T,4500,3.0,240.0,12
6369,Ford,23292,Gasoline,10-Speed Automatic,58504,3.5,331.6983232435877,3
6370,GMC,116226,Gasoline,6-Speed A/T,7100,3.6,288.0,13
6371,BMW,48613,Gasoline,Transmission w/Dual Shift Mode,52500,4.4,560.0,3
6372,Jeep,71000,Gasoline,5-Speed M/T,17700,4.0,181.0,23
6373,Hyundai,43000,Gasoline,6-Speed M/T,36000,3.8,348.0,8
6374,INFINITI,94100,Gasoline,6-Speed A/T,9500,3.5,280.0,14
6375,Chevrolet,98000,Gasoline,6-Speed A/T,22000,5.3,355.0,8
6376,Audi,36486,Gasoline,Transmission w/Dual Shift Mode,23900,2.0,252.0,6
6377,Porsche,75500,Gasoline,Transmission w/Dual Shift Mode,22500,4.8,420.0,10
6378,Chevrolet,62000,Gasoline,8-Speed A/T,35000,6.2,455.0,9
6379,Chevrolet,61300,Gasoline,6-Speed A/T,27000,6.0,353.0,16
6380,Porsche,50000,Gasoline,7-Speed A/T,36000,3.0,340.0,8
6382,Jeep,122200,Gasoline,6-Speed M/T,21500,3.6,285.0,10
6383,Cadillac,11459,Gasoline,10-Speed A/T,40500,6.2,420.0,3
6384,Jeep,70968,Gasoline,8-Speed A/T,35800,3.6,285.0,6
6385,Lincoln,151600,Gasoline,6-Speed A/T,5899,3.5,262.0,13
6386,Ford,18000,Diesel,10-Speed A/T,65000,6.7,475.0,2
6387,Lexus,146000,Gasoline,A/T,10900,3.5,272.0,14
6388,Jaguar,77945,Gasoline,A/T,22000,3.0,340.0,11
6389,Mercedes-Benz,54000,Gasoline,7-Speed A/T,20499,3.5,302.0,10
6390,Ford,48000,Gasoline,A/T,57000,3.5,275.0,3
6391,INFINITI,120000,Gasoline,Transmission w/Dual Shift Mode,13900,3.7,328.0,11
6392,Toyota,7100,Gasoline,6-Speed M/T,25000,1.6,200.0,2
6393,Chevrolet,174000,E85 Flex Fuel,6-Speed A/T,7200,5.3,320.0,16
6394,Ford,94155,Gasoline,A/T,14250,3.9,280.0,19
6395,BMW,59980,Gasoline,Transmission w/Dual Shift Mode,28750,4.4,560.0,6
6396,Mercedes-Benz,26000,Gasoline,9-Speed A/T,59500,4.0,550.0,4
6398,BMW,98500,Gasoline,8-Speed A/T,24500,3.0,300.0,7
6399,Lexus,69001,Gasoline,6-Speed A/T,39500,4.6,301.0,7
6400,Lincoln,117292,Gasoline,A/T,14950,2.0,240.0,9
6401,Land,60000,Gasoline,6-Speed A/T,35000,5.0,375.0,16
6402,Ford,33000,Gasoline,A/T,62999,3.5,450.0,4
6403,Cadillac,32000,Gasoline,8-Speed A/T,22999,2.0,272.0,8
6404,Ford,64517,Gasoline,10-Speed A/T,47995,3.5,450.0,7
6406,Mazda,62285,Gasoline,6-Speed A/T,29994,3.7,273.0,6
6407,Lincoln,71312,Gasoline,7-Speed A/T,32324,3.5,450.0,5
6408,Chevrolet,49000,Gasoline,6-Speed M/T,32000,6.0,400.0,11
6409,Chevrolet,120000,Gasoline,A/T,18500,3.6,308.0,12
6410,Ford,89000,Gasoline,6-Speed M/T,28900,2.5,350.0,7
6411,Ford,86000,Diesel,8-Speed A/T,32500,3.0,250.0,8
6412,Maserati,55000,Gasoline,8-Speed A/T,34700,3.0,424.0,6
6414,GMC,124000,Gasoline,A/T,29000,6.2,420.0,7
6415,Ford,130200,E85 Flex Fuel,A/T,7999,3.5,290.0,13
6416,Audi,59271,Gasoline,A/T,25500,3.0,340.0,6
6417,Ford,160000,Gasoline,A/T,9499,4.6,300.0,16
6418,BMW,108000,Gasoline,Transmission w/Dual Shift Mode,20000,3.0,425.0,9
6419,Ford,87500,Gasoline,A/T,10500,5.4,300.0,17
6421,BMW,41000,Gasoline,Transmission w/Dual Shift Mode,38000,3.0,335.0,5
6422,Lexus,141525,Gasoline,6-Speed A/T,13450,2.5,204.0,14
6423,Audi,80400,Gasoline,A/T,20500,3.0,333.0,12
6424,Jeep,105760,Gasoline,5-Speed A/T,12000,3.6,285.0,14
6425,INFINITI,119000,Gasoline,A/T,17900,3.5,265.0,11
6426,BMW,24900,Hybrid,8-Speed A/T,26900,3.0,382.0,3
6427,Toyota,138071,Gasoline,A/T,17500,5.7,381.0,13
6428,Chrysler,86000,Gasoline,5-Speed A/T,17995,5.7,340.0,17
6429,Mercedes-Benz,80300,Gasoline,7-Speed A/T,22000,3.5,302.0,10
6430,Maserati,28700,Gasoline,8-Speed A/T,24900,3.0,404.0,9
6431,Jeep,80150,E85 Flex Fuel,A/T,31000,3.6,290.0,10
6432,Chevrolet,161000,Gasoline,Transmission w/Dual Shift Mode,17900,6.0,400.0,17
6433,Dodge,141485,Gasoline,4-Speed A/T,6500,3.7,210.0,14
6434,Porsche,149000,Gasoline,6-Speed Manual,13599,3.2,331.6983232435877,26
6436,BMW,127356,Gasoline,Transmission w/Dual Shift Mode,17000,3.0,543.0,13
6438,Toyota,33455,Gasoline,6-Speed A/T,36999,5.7,381.0,3
6440,Acura,61000,Gasoline,A/T,30500,2.4,201.0,7
6441,Acura,136991,Gasoline,A/T,11000,2.4,201.0,10
6442,Cadillac,63172,Gasoline,A/T,12995,2.5,202.0,11
6443,Chevrolet,71000,E85 Flex Fuel,A/T,12000,6.0,324.0,13
6444,Porsche,60000,Gasoline,Transmission w/Dual Shift Mode,36500,2.5,350.0,6
6445,Ford,74000,Diesel,A/T,24900,6.4,350.0,13
6447,BMW,67500,Gasoline,6-Speed A/T,19500,2.0,240.0,8
6448,Ford,87500,Gasoline,6-Speed M/T,18900,5.0,412.0,14
6449,Chevrolet,139200,Gasoline,6-Speed A/T,19500,5.3,355.0,9
6451,Jaguar,5338,Gasoline,A/T,33900,2.0,247.0,7
6453,Rivian,1150,Gasoline,A/T,26000,3.716927534611586,835.0,8
6454,Mazda,15592,Gasoline,6-Speed Automatic,34955,2.5,331.6983232435877,3
6455,Porsche,122971,Gasoline,Transmission w/Dual Shift Mode,13999,4.8,400.0,11
6456,Mazda,120644,Electric,A/T,13900,3.716927534611586,331.6983232435877,31
6457,Lexus,39300,Gasoline,6-Speed A/T,27500,4.6,301.0,8
6458,INFINITI,154247,Gasoline,A/T,12500,3.5,265.0,11
6459,Ford,28260,Gasoline,6-Speed M/T,20199,5.0,420.0,12
6461,Nissan,90050,Gasoline,5-Speed M/T,5800,1.8,122.0,13
6462,Chevrolet,129999,Gasoline,A/T,29999,6.0,400.0,13
